Order_ID,Product_Name,Sales
CA-2014-118962,"Global Value Steno Chair, Gray",340.144
US-2015-101511,"Padded Folding Chairs, Black, 4/Carton",396.802
CA-2014-166191,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744
CA-2014-158274,AT&T TR1909W,503.96
CA-2015-102281,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136
CA-2015-102281,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352
CA-2017-108329,Nortel Business Series Terminal T7208 Digital phone,444.768
CA-2015-146262,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45
CA-2015-146262,Cisco 9971 IP Video Phone Charcoal,1188
CA-2016-130162,Adtran 1202752G1,302.376
CA-2015-169397,Swingline SM12-08 MicroCut Jam Free Shredder,479.988
CA-2015-163055,Bevis 36 x 72 Conference Tables,622.45
US-2015-145436,"Global Push Button Manager's Chair, Indigo",389.696
US-2017-100930,Bush Advantage Collection Round Conference Table,233.86
US-2017-100930,Bretford Rectangular Conference Table Tops,620.6145
US-2017-100930,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072
US-2017-100930,Logitech P710e Mobile Speakerphone,617.976
CA-2016-157749,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68
CA-2014-131926,Global Deluxe High-Back Manager's Chair,2001.86
CA-2014-131926,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25
CA-2016-154739,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568
CA-2016-145625,Logitech P710e Mobile Speakerphone,3347.37
CA-2016-146941,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92
US-2015-159982,Logitech Mobile Speakerphone P710e - speaker phone,647.904
US-2014-106992,Lexmark MX611dhe Monochrome Laser Printer,3059.982
US-2014-106992,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958
CA-2016-125318,Cisco Small Business SPA 502G VoIP phone,328.224
CA-2017-163979,Adjustable Depth Letter/Legal Cart,725.84
US-2015-161991,Bose SoundLink Bluetooth Speaker,1114.4
CA-2015-130890,"Bevis Round Bullnose 29"" High Table Top",1038.84
CA-2015-130883,Microsoft Arc Touch Mouse,239.8
CA-2016-112697,GBC VeloBinder Electric Binding Machine,254.058
CA-2016-112697,Premier Automatic Letter Opener,961.48
CA-2016-110772,Logitech Wireless Gaming Headset G930,255.984
CA-2014-111451,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416
CA-2014-111451,Global Deluxe Office Fabric Chairs,230.352
CA-2016-142545,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48
CA-2014-111003,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2
CA-2016-142902,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768
CA-2014-164973,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98
CA-2014-164973,Panasonic Kx-TS550,275.94
CA-2014-164973,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360
CA-2016-162138,Ibico Laser Imprintable Binding System Covers,251.52
US-2016-141544,Aastra 57i VoIP phone,290.898
US-2016-141544,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744
CA-2015-137946,Hewlett Packard LaserJet 3310 Copier,959.984
CA-2014-129924,Hon 5100 Series Wood Tables,698.352
CA-2014-122336,Fellowes PB200 Plastic Comb Binding Machine,509.97
CA-2016-129714,GBC DocuBind P400 Electric Binding System,4355.168
CA-2016-138520,Sauder Barrister Bookcases,388.704
CA-2017-155698,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84
CA-2017-144904,Global Ergonomic Managers Chair,488.646
CA-2016-155516,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92
US-2014-119137,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.936
US-2014-119137,Microsoft Natural Keyboard Elite,479.04
US-2017-134481,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.424
US-2015-168935,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575
CA-2015-122756,Lexmark MarkNet N8150 Wireless Print Server,482.34
US-2014-135972,Nortel Meridian M3904 Professional Digital phone,246.384
US-2014-135972,Canon PC1080F Personal Copier,1799.97
CA-2016-108987,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656
CA-2017-117457,Sharp AL-1530CS Digital Copier,1199.976
CA-2017-117457,"Bevis Round Conference Table Top, X-Base",1004.024
CA-2017-117457,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829
CA-2017-142636,Global Deluxe Office Fabric Chairs,307.136
CA-2016-148796,Bevis Steel Folding Chairs,383.8
CA-2017-155705,Hon Multipurpose Stacking Arm Chairs,866.4
CA-2017-149160,GBC VeloBinder Manual Binding System,287.92
US-2016-123750,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744
US-2016-123750,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96
CA-2016-127369,Letter Size Cart,714.3
US-2014-150574,Belkin QODE FastFit Bluetooth Keyboard,247.8
CA-2016-147375,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979
CA-2016-147375,Xerox 1908,313.488
CA-2016-115756,Office Star - Ergonomically Designed Knee Chair,242.94
CA-2016-166674,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88
CA-2017-147277,Chromcraft Rectangular Conference Tables,284.364
CA-2017-147277,Deluxe Rollaway Locking File with Drawer,665.408
US-2016-157945,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558
CA-2015-109638,Logitech G700s Rechargeable Gaming Mouse,899.91
CA-2016-109869,Bush Advantage Collection Racetrack Conference Table,1272.63
US-2015-101399,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744
CA-2014-144666,SAFCO Boltless Steel Shelving,340.92
CA-2014-144666,Samsung Galaxy Note 3,703.968
CA-2016-100790,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25
CA-2017-140963,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165
CA-2017-140963,iHome FM Clock Radio with Lightning Dock,279.96
CA-2014-154627,Apple iPhone 5S,2735.952
CA-2014-113362,Fellowes Officeware Wire Shelving,449.15
CA-2016-126158,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76
CA-2016-126158,DMI Arturo Collection Mission-style Design Wood Chair,241.568
US-2016-105578,Global Troy Executive Leather Low-Back Tilter,801.568
CA-2015-145352,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354.95
CA-2017-127432,Canon Image Class D660 Copier,2999.95
CA-2017-127432,Tennsco Single-Tier Lockers,1126.02
CA-2017-113558,Global Commerce Series High-Back Swivel/Tilt Chairs,683.952
US-2015-138303,Martin Yale Chadless Opener Electric Letter Opener,666.248
CA-2016-168753,Panasonic KX-TG9471B,979.95
CA-2015-134894,"Situations Contoured Folding Chairs, 4/Set",283.92
CA-2014-140795,Enermax Aurora Lite Keyboard,468.9
CA-2016-136924,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.864
US-2015-120161,Fellowes Officeware Wire Shelving,646.776
CA-2015-113173,Home/Office Personal File Carts,250.272
CA-2016-136406,HON 5400 Series Task Chairs for Big and Tall,1121.568
CA-2017-100650,Tennsco 16-Compartment Lockers with Coat Rack,1295.78
CA-2016-113243,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1335.68
CA-2017-137099,Cisco SPA301,374.376
CA-2017-156951,Hon Every-Day Series Multi-Task Chairs,451.152
CA-2017-145233,GE 30524EE4,470.376
CA-2017-145233,Jabra BIZ 2300 Duo QD Duo Corded Headset,406.368
CA-2015-128139,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93
CA-2014-131450,Sharp AL-1530CS Digital Copier,1199.976
CA-2014-131450,AT&T 1070 Corded Phone,445.96
CA-2014-131450,Dana Halogen Swing-Arm Architect Lamp,327.76
US-2016-100720,GE 2-Jack Phone Line Splitter,494.376
CA-2016-161816,Nortel Meridian M3904 Professional Digital phone,369.576
CA-2016-121223,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946
CA-2015-138009,"Global Manager's Adjustable Task Chair, Storm",301.96
CA-2015-138009,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21
CA-2015-138009,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",523.48
US-2016-135720,Tennsco Regal Shelving Units,243.384
US-2016-135720,Jabra SPEAK 410,300.768
CA-2017-144694,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",235.944
CA-2015-168004,Office Star - Mesh Screen back chair with Vinyl seat,392.94
CA-2016-115917,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2
CA-2017-167913,Economy Rollaway Files,330.4
CA-2016-160745,AT&T TR1909W,302.376
CA-2016-160745,First Data FD10 PIN Pad,316
CA-2016-132661,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4
US-2016-156097,Global Troy Executive Leather Low-Back Tilter,701.372
CA-2015-146563,"Hot File 7-Pocket, Floor Stand",999.432
CA-2015-146563,Space Solutions Commercial Steel Shelving,724.08
CA-2015-146563,Hon Racetrack Conference Tables,918.785
CA-2016-123666,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95
CA-2017-132682,ClearOne Communications CHAT 70 OC Speaker Phone,381.576
US-2017-168116,Cubify CubeX 3D Printer Triple Head Print,7999.98
CA-2014-157784,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97
US-2014-117135,Konftel 250 Conference phone - Charcoal black,284.82
CA-2015-142027,Laminate Occasional Tables,369.912
CA-2014-112158,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92
US-2017-100048,Bionaire Personal Warm Mist Humidifier/Vaporizer,281.34
US-2017-100048,Nortel Meridian M3904 Professional Digital phone,307.98
US-2017-100048,Logitech Wireless Performance Mouse MX for PC and Mac,299.97
CA-2016-142335,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652.94
CA-2016-142335,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37
US-2016-150861,"Bevis Traditional Conference Table Top, Plinth Base",400.032
US-2016-150861,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.646
CA-2017-131954,Carina Double Wide Media Storage Towers in Natural & Black,242.94
CA-2014-112326,SAFCO Boltless Steel Shelving,272.736
CA-2014-124429,KI Conference Tables,567.12
CA-2014-124429,Fellowes Officeware Wire Shelving,359.32
CA-2016-110499,Hewlett Packard 610 Color Digital Copier / Printer,1199.976
CA-2016-140928,Chromcraft Round Conference Tables,383.438
CA-2014-162775,Plantronics S12 Corded Telephone Headset System,646.74
CA-2014-162775,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58
CA-2014-106810,Electrix Halogen Magnifier Lamp,310.88
CA-2016-157245,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96
CA-2015-144267,Hon GuestStacker Chair,544.008
CA-2015-154620,"Lifetime Advantage Folding Chairs, 4/Carton",348.928
CA-2015-115938,Office Star - Contemporary Task Swivel Chair,332.94
CA-2016-105256,Cisco Unified IP Phone 7945G VoIP phone,1363.96
CA-2015-101910,"Situations Contoured Folding Chairs, 4/Set",283.92
CA-2016-136133,Belkin 7 Outlet SurgeMaster II,355.32
CA-2014-134313,ClearOne CHATAttach 160 - speaker phone,1983.968
CA-2014-151995,"Bevis Round Bullnose 29"" High Table Top",1298.55
CA-2017-143686,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,1399.93
CA-2014-140858,Global Leather Executive Chair,1228.465
CA-2014-140858,Xerox 1941,335.52
CA-2017-101434,Razer Kraken PRO Over Ear PC and Music Headset,239.97
CA-2017-129462,"Global Airflow Leather Mesh Back Chair, Black",301.96
CA-2016-165316,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.475
CA-2015-114300,Global Deluxe Office Fabric Chairs,287.94
CA-2016-123274,Carina Double Wide Media Storage Towers in Natural & Black,242.94
CA-2016-158099,GBC Ibimaster 500 Manual ProClick Binding System,1141.47
CA-2016-158099,Cisco SPA301,280.782
CA-2016-116736,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59
CA-2016-116736,Logitech G19 Programmable Gaming Keyboard,371.97
CA-2017-111689,SAFCO Arco Folding Chair,1242.9
CA-2017-133256,Nortel Networks T7316 E Nt8 B27,543.92
CA-2017-132353,Avaya 5420 Digital phone,323.976
CA-2017-143259,"Bush Westfield Collection Bookcases, Fully Assembled",323.136
CA-2017-137596,Polycom CX600 IP Phone VoIP phone,1199.8
CA-2017-137596,Maxell iVDR EX 500GB Cartridge,1928.78
CA-2017-137596,Fellowes High-Stak Drawer Files,352.38
US-2014-141215,Global Commerce Series High-Back Swivel/Tilt Chairs,797.944
CA-2015-111164,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6
CA-2016-149797,GBC DocuBind 300 Electric Binding Machine,841.568
CA-2014-132962,Hypercom P1300 Pinpad,252
CA-2016-140081,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,447.696
CA-2016-142958,Bretford CR4500 Series Slim Rectangular Table,1114.272
CA-2015-120880,Standard Rollaway File with Lock,540.57
US-2015-140200,Bevis Boat-Shaped Conference Table,393.165
US-2017-110576,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",516.488
US-2017-110576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1007.232
US-2017-110576,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32
CA-2017-152142,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568
CA-2017-135279,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81
CA-2017-159366,Lexmark MX611dhe Monochrome Laser Printer,3059.982
CA-2016-144939,Office Star - Contemporary Task Swivel Chair,599.292
CA-2014-163419,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),559.984
CA-2014-163419,"Global Airflow Leather Mesh Back Chair, Black",603.92
CA-2017-100314,Wasp CCD Handheld Bar Code Reader,336.51
CA-2017-167899,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.05
CA-2015-153549,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92
CA-2014-117639,Fellowes PB300 Plastic Comb Binding Machine,2715.93
CA-2014-117639,Plantronics Voyager Pro Legend,617.97
CA-2015-124891,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65
CA-2015-124891,"Bevis Round Bullnose 29"" High Table Top",1090.782
CA-2015-126445,Fellowes Super Stor/Drawer Files,484.65
US-2015-126214,Bevis 36 x 72 Conference Tables,1618.37
CA-2015-108665,"Iceberg Mobile Mega Data/Printer Cart ",601.65
CA-2015-124450,Global Comet Stacking Arm Chair,1267.53
CA-2015-124450,Cisco SPA525G2 5-Line IP Phone,1379.92
CA-2014-163552,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94
CA-2016-127670,Chromcraft Round Conference Tables,697.16
CA-2016-102981,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352
CA-2017-152702,"Global Stack Chair without Arms, Black",254.604
CA-2016-169103,Cisco Unified IP Phone 7945G VoIP phone,1363.96
CA-2014-139192,Plantronics HL10 Handset Lifter,1113.504
US-2015-153500,"Howard Miller 12"" Round Wall Clock",282.888
CA-2015-110016,"Global High-Back Leather Tilter, Burgundy",1106.91
US-2016-143819,Chromcraft Round Conference Tables,836.592
US-2016-143819,Adjustable Depth Letter/Legal Cart,362.92
US-2016-143819,Ativa V4110MDD Micro-Cut Shredder,4899.93
CA-2015-165085,Kensington 7 Outlet MasterPiece Power Center,355.96
CA-2017-160423,"Fellowes Mobile File Cart, Black",348.208
CA-2014-159338,Hon 4060 Series Tables,447.84
CA-2015-142755,Xerox 1908,279.9
CA-2015-142755,Logitech G19 Programmable Gaming Keyboard,619.95
US-2014-147627,Apple iPhone 5C,699.93
US-2014-147627,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94
CA-2016-112102,KI Adjustable-Height Table,343.92
CA-2016-152170,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52
CA-2014-146969,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32
CA-2015-112452,Hoover Shoulder Vac Commercial Portable Vacuum,644.076
CA-2015-112452,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98
CA-2014-136567,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48
CA-2014-136567,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1
CA-2017-147039,"Belkin 325VA UPS Surge Protector, 6'",362.94
CA-2015-125416,Logitech K350 2.4Ghz Wireless Keyboard,447.93
CA-2017-145226,Safco Industrial Wire Shelving System,272.94
CA-2016-168081,Plantronics S12 Corded Telephone Headset System,258.696
CA-2014-128146,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93
CA-2014-127131,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88
CA-2017-117212,Toshiba IPT2010-SD IP Telephone,889.536
CA-2017-117212,GuestStacker Chair with Chrome Finish Legs,892.224
CA-2016-130946,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928
CA-2016-130946,GBC DocuBind P400 Electric Binding System,1088.792
CA-2016-114727,Hon GuestStacker Chair,544.008
CA-2016-114727,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352
CA-2016-114727,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568
CA-2016-114727,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04
CA-2017-133235,Nortel Networks T7316 E Nt8 B27,271.96
CA-2016-137050,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136
US-2017-118087,Plantronics S12 Corded Telephone Headset System,258.696
US-2017-118087,Samsung Galaxy Note 2,1931.958
CA-2014-110184,Fellowes Super Stor/Drawer,249.75
CA-2014-110184,GE DSL Phone Line Filter,255.936
CA-2016-153682,Canon Imageclass D680 Copier / Fax,839.988
US-2016-162859,GBC DocuBind P100 Manual Binding Machine,398.352
CA-2014-168494,Hon Non-Folding Utility Tables,764.688
CA-2014-168494,Bretford Rectangular Conference Table Tops,3610.848
CA-2014-168494,Bestar Classic Bookcase,254.9745
CA-2017-115602,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.938
CA-2017-115602,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,1704.56
CA-2015-154956,Mitel MiVoice 5330e IP Phone,1099.96
US-2016-168620,Tennsco Double-Tier Lockers,540.048
US-2016-168620,Microsoft Sculpt Comfort Mouse,255.68
CA-2017-117079,Wilson SignalBoost 841262 DB PRO Amplifier Kit,863.88
US-2014-167738,"Global Value Mid-Back Manager's Chair, Gray",292.272
CA-2016-119186,Office Star Flex Back Scooter Chair with White Frame,388.43
CA-2016-160815,Geemarc AmpliPOWER60,278.4
CA-2017-122154,Xerox 1915,251.64
CA-2015-138898,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.728
CA-2016-137043,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",572.76
CA-2016-137043,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",286.38
US-2017-126179,Pyle PMP37LED,287.97
CA-2016-101966,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,419.944
CA-2016-145919,Premier Electric Letter Opener,579.3
CA-2014-160773,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92
CA-2017-167703,"Hot File 7-Pocket, Floor Stand",285.552
CA-2016-122133,"SAFCO Commercial Wire Shelving, Black",552.56
CA-2017-100524,Polycom SoundPoint IP 450 VoIP phone,677.58
CA-2017-113481,Cisco CP-7937G Unified IP Conference Station Phone,695.7
CA-2014-153976,"Global High-Back Leather Tilter, Burgundy",258.279
CA-2017-162978,Bretford Rectangular Conference Table Tops,300.904
US-2014-160444,Fellowes Bankers Box Stor/Drawer Steel Plus,281.424
CA-2017-125199,Digium D40 VoIP phone,309.576
US-2017-155425,Case Logic 2.4GHz Wireless Keyboard,239.952
US-2017-155425,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,899.136
US-2015-103471,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.058
CA-2015-120362,"Lesro Round Back Collection Coffee Table, End Table",912.75
CA-2014-126361,Hoover WindTunnel Plus Canister Vacuum,1089.75
CA-2014-126361,Xerox 1934,447.84
CA-2014-126361,Panasonic KX T7731-B Digital phone,399.96
US-2016-108504,White Computer Printout Paper by Universal,348.84
US-2016-108504,"Bush Andora Bookcase, Maple/Graphite Gray Finish",239.98
US-2016-108504,Aastra 57i VoIP phone,484.83
US-2016-108504,Xerox 1943,342.37
US-2017-117247,"Bevis Oval Conference Table, Walnut",652.45
CA-2016-159212,Airmail Envelopes,251.79
US-2016-161396,Xerox 189,419.4
US-2016-122245,Bevis Boat-Shaped Conference Table,393.165
CA-2016-136329,Hon GuestStacker Chair,408.006
CA-2014-146640,GBC Recycled Regency Composition Covers,334.768
CA-2017-115994,Logitech G13 Programmable Gameboard with LCD Display,239.97
CA-2015-126697,ShoreTel ShorePhone IP 230 VoIP phone,946.344
CA-2015-124800,Samsung Rugby III,263.96
CA-2015-124800,SAFCO Boltless Steel Shelving,363.648
US-2015-164448,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",427.42
CA-2014-120768,High-Back Leather Manager's Chair,1819.86
CA-2015-139731,Plantronics Audio 995 Wireless Stereo Headset,263.88
CA-2015-139731,HON 5400 Series Task Chairs for Big and Tall,2453.43
CA-2016-133725,Mitel MiVoice 5330e IP Phone,1979.928
CA-2017-102337,Global Super Steno Chair,470.302
CA-2016-133711,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040
CA-2017-148474,"Iceberg OfficeWorks 42"" Round Tables",452.94
US-2016-128902,Chromcraft Round Conference Tables,244.006
CA-2016-152289,Hon Deluxe Fabric Upholstered Stacking Chairs,1024.716
CA-2015-100769,Razer Kraken PRO Over Ear PC and Music Headset,255.968
CA-2017-139199,Global Executive Mid-Back Manager's Chair,872.94
CA-2015-140410,Cisco IP Phone 7961G-GE VoIP phone,1212.848
CA-2017-166436,Global Ergonomic Managers Chair,977.292
CA-2017-130386,Tennsco Double-Tier Lockers,540.048
CA-2015-153388,Hon 2111 Invitation Series Corner Table,1004.976
CA-2016-134208,Lexmark X 9575 Professional All-in-One Color Printer,396
CA-2017-100384,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,385.6
CA-2017-148446,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1669.6
CA-2015-144806,"Belkin 19"" Vented Equipment Shelf, Black",247.104
CA-2017-121888,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94
CA-2017-121888,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,242.48
CA-2014-150245,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1573.488
CA-2015-111395,Xerox 1915,335.52
CA-2014-134278,Canon Imageclass D680 Copier / Fax,559.992
US-2017-102890,Bretford CR4500 Series Slim Rectangular Table,1044.63
CA-2014-116239,Sensible Storage WireTech Storage Systems,354.9
CA-2015-132101,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.576
US-2014-157385,Novimex Swivel Fabric Task Chair,603.92
US-2014-157385,Safco Contoured Stacking Chairs,381.44
CA-2014-101602,"Lifetime Advantage Folding Chairs, 4/Carton",763.28
CA-2015-131338,Nortel Meridian M3904 Professional Digital phone,307.98
CA-2015-131338,KI Conference Tables,382.806
CA-2015-131338,GBC Ibimaster 500 Manual ProClick Binding System,1217.568
CA-2015-131338,Panasonic KX-TG9471B,979.95
CA-2015-131338,Belkin QODE FastFit Bluetooth Keyboard,247.8
CA-2015-118423,Sauder Inglewood Library Bookcases,359.058
CA-2017-132234,Executive Impressions Supervisor Wall Clock,547.3
CA-2014-156349,Sauder Inglewood Library Bookcases,290.666
CA-2017-138380,Letter Size Cart,1000.02
CA-2017-108560,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48
CA-2015-157084,ShoreTel ShorePhone IP 230 VoIP phone,675.96
CA-2015-157084,Plantronics Savi W720 Multi-Device Wireless Headset System,1265.85
CA-2015-164539,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.25
CA-2015-143119,Harbour Creations Steel Folding Chair,517.5
CA-2016-106530,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056
CA-2014-168984,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,669.08
CA-2014-168984,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336
CA-2015-111829,Deluxe Rollaway Locking File with Drawer,1247.64
CA-2015-111829,Canon PC940 Copier,3149.93
