Customer_ID,Order_ID,Product_Name,Sales
FW-14395,CA-2016-139409,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6
DB-13360,CA-2016-139556,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,434.646
EM-14140,CA-2016-139997,Hewlett Packard 310 Color Digital Copier,1499.95
CG-12040,CA-2016-140081,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,447.696
RD-19900,CA-2016-140382,Nortel Meridian M3904 Professional Digital phone,862.344
NB-18655,CA-2016-140928,Chromcraft Round Conference Tables,383.438
AB-10015,CA-2016-140935,"Sauder Facets Collection Library, Sky Alder Finish",341.96
MP-17965,CA-2016-142335,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652.94
BP-11290,CA-2016-142398,Hon Comfortask Task/Swivel Chairs,638.288
EJ-14155,CA-2016-142594,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95
RW-19630,CA-2016-142958,Bretford CR4500 Series Slim Rectangular Table,1114.272
CC-12370,CA-2016-143714,Canon imageCLASS 2200 Advanced Copier,8399.976
JD-15895,CA-2016-143805,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,2104.55
SG-20890,CA-2016-144337,Easy-staple paper,19.648
RL-19615,CA-2016-144764,Okidata C610n Printer,1362.9
AH-10120,CA-2016-145261,"Iceberg OfficeWorks 42"" Round Tables",377.45
LD-16855,CA-2016-152331,Newell 311,5.304
ZD-21925,CA-2016-152471,Jabra SPEAK 410 Multidevice Speakerphone,823.96
JS-15595,CA-2016-153318,Panasonic KX-TG9471B,783.96
NM-18520,CA-2016-153598,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95
BF-11215,CA-2016-154662,"Bush Cubix Conference Tables, Fully Assembled",692.94
MK-17905,CA-2016-155516,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92
CM-12160,CA-2016-155530,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,2003.52
CM-12235,CA-2016-155845,Logitech diNovo Edge Keyboard,1399.944
TB-21595,CA-2016-156300,"Global Leather & Oak Executive Chair, Burgundy",754.45
TC-21535,CA-2016-157217,Logitech G35 7.1-Channel Surround Sound Headset,389.97
LE-16810,CA-2016-157245,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96
JM-15535,CA-2016-157259,Luxo Adjustable Task Clamp Lamp,799.56
LW-17125,CA-2016-157280,"Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8
SJ-20500,CA-2016-157336,Hon Every-Day Series Multi-Task Chairs,751.92
AR-10570,CA-2016-157588,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75
CA-11965,CA-2016-157791,Hewlett Packard 610 Color Digital Copier / Printer,1999.96
JP-15460,CA-2016-158001,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1040.8
PK-18910,CA-2016-158099,GBC Ibimaster 500 Manual ProClick Binding System,1141.47
CC-12475,CA-2016-158260,Okidata B400 Printer,686.4
DB-13210,CA-2016-158778,Global Comet Stacking Arm Chair,887.271
EN-13780,CA-2016-165848,Panasonic KX MC6040 Color Laser Multifunction Printer,1349.85
SS-20590,CA-2016-166275,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,199.99
HJ-14875,CA-2016-166772,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88
EH-14185,CA-2016-167115,Ibico Ibimaster 300 Manual Binding System,588.784
DF-13135,CA-2016-168032,Nokia Lumia 1020,1439.968
ML-17395,CA-2016-168830,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97
AP-10915,CA-2016-168893,Global Adaptabilities Conference Tables,842.94
RH-19510,CA-2016-169663,Okidata MB760 Printer,3357.6
JE-15715,CA-2016-169670,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,2563.056
BN-11515,CA-2016-169943,Safco Industrial Wire Shelving System,454.9
MN-17935,CA-2017-100097,Plantronics Calisto P620-M USB Wireless Speakerphone System,979.95
SV-20365,CA-2017-100111,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,2888.127
AS-10630,CA-2017-100314,Wasp CCD Handheld Bar Code Reader,336.51
CM-12115,CA-2017-100524,Polycom SoundPoint IP 450 VoIP phone,677.58
SJ-20215,CA-2017-100615,DMI Arturo Collection Mission-style Design Wood Chair,317.058
DK-13090,CA-2017-100622,Canon Image Class D660 Copier,959.984
DK-13225,CA-2017-100650,Tennsco 16-Compartment Lockers with Coat Rack,1295.78
CK-12595,CA-2017-100902,Plantronics S12 Corded Telephone Headset System,431.16
MC-18100,CA-2014-101602,"Lifetime Advantage Folding Chairs, 4/Carton",763.28
GM-14695,CA-2014-102988,Martin Yale Chadless Opener Electric Letter Opener,4164.05
VG-21805,CA-2014-103191,"SAFCO Commercial Wire Shelving, Black",331.536
GM-14680,CA-2014-103310,Wilson Electronics DB Pro Signal Booster,1432
BS-11755,CA-2014-103373,Apple iPhone 5,779.796
DH-13675,CA-2014-105249,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332
MY-18295,CA-2014-105984,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),1049.97
BS-11590,CA-2014-106376,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024
RS-19765,CA-2014-106726,Standard Rollaway File with Lock,1261.33
BM-11785,CA-2014-106971,Logitech Gaming G510s - Keyboard,475.944
MC-17275,CA-2014-107818,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92
RD-19480,CA-2014-108147,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1676.88
ND-18460,CA-2017-107167,"24 Capacity Maxi Data Binder Racks, Pearl",1347.52
FC-14335,CA-2017-107517,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7
SB-20170,CA-2017-108441,Safco Contoured Stacking Chairs,858.24
JC-15385,CA-2017-108560,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48
MG-18145,CA-2017-108574,Logitech G19 Programmable Gaming Keyboard,1115.91
TM-21490,CA-2017-108791,Nortel Networks T7316 E Nt8 B27,543.92
CK-12205,CA-2017-110443,"3D Systems Cube Printer, 2nd Generation, White",1039.992
NC-18340,CA-2017-111332,Fellowes High-Stak Drawer Files,704.76
CD-11920,CA-2017-111556,Samsung Galaxy Mega 6.3,1259.97
PS-18970,CA-2017-111591,Fellowes Officeware Wire Shelving,359.32
HP-14815,CA-2017-111689,SAFCO Arco Folding Chair,1242.9
SW-20245,CA-2017-111717,Hon Comfortask Task/Swivel Chairs,239.358
AR-10825,CA-2017-118724,Polycom SoundPoint IP 450 VoIP phone,1626.192
TP-21415,CA-2017-118892,HON 5400 Series Task Chairs for Big and Tall,4416.174
SK-19990,CA-2017-119193,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,629.958
TS-21205,CA-2017-119284,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),2239.936
JG-15310,CA-2017-119578,Premier Electric Letter Opener,695.16
YS-21880,CA-2017-119809,Fellowes PB300 Plastic Comb Binding Machine,2793.528
NG-18355,CA-2017-120019,Fellowes Staxonsteel Drawer Files,579.51
TP-21130,CA-2017-120376,Hon GuestStacker Chair,1586.69
CA-12310,CA-2017-120936,"Iceberg Mobile Mega Data/Printer Cart ",481.32
MG-17890,CA-2017-121125,LG G3,156.792
TC-21475,CA-2017-121419,Bevis 44 x 96 Conference Tables,411.8
CM-11815,CA-2017-121489,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58
HW-14935,CA-2017-121559,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,2405.2
LP-17095,CA-2017-121790,Samsung Galaxy S4,2003.168
MH-18115,CA-2017-121839,Apple iPhone 5,1169.694
DB-13660,CA-2017-121853,GuestStacker Chair with Chrome Finish Legs,594.816
CL-11890,CA-2017-121888,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94
FA-14230,CA-2017-122364,Wilson Electronics DB Pro Signal Booster,859.2
TT-21070,CA-2017-122490,Global Troy Executive Leather Low-Back Tilter,2404.704
NH-18610,CA-2017-122693,Kensington 7 Outlet MasterPiece Power Center,1245.86
JL-15175,CA-2017-128734,Global Leather Executive Chair,842.376
MK-18160,CA-2017-128755,Letter Size Cart,571.44
JM-15250,CA-2017-128853,"Global Fabric Manager's Chair, Dark Gray",908.82
PO-18850,CA-2017-129021,Samsung Galaxy Mega 6.3,4367.896
BP-11185,CA-2017-130036,Logitech Wireless Headset h800,1119.888
HA-14905,CA-2017-130141,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579.136
BD-11620,CA-2017-130211,Fellowes Recycled Storage Drawers,333.09
CY-12745,CA-2017-130302,Logitech Wireless Gaming Headset G930,895.944
NG-18430,CA-2017-130386,Tennsco Double-Tier Lockers,540.048
MH-17620,CA-2017-130841,Wilson Electronics DB Pro Signal Booster,1145.6
NC-18415,CA-2017-131254,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.188
GG-14650,CA-2017-131807,Global Deluxe High-Back Office Chair in Storm,435.168
CS-11845,CA-2017-131828,"Global Leather and Oak Executive Chair, Black",963.136
DS-13030,CA-2017-131954,Carina Double Wide Media Storage Towers in Natural & Black,242.94
JH-15820,CA-2017-132122,Recycled Steel Personal File for Hanging File Folders,228.92
ML-18265,CA-2017-132262,Logitech M510 Wireless Mouse,79.98
JB-15400,CA-2017-132339,Fellowes PB300 Plastic Comb Binding Machine,387.99
DW-13540,CA-2017-132521,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,119.96
TH-21235,CA-2017-132682,ClearOne Communications CHAT 70 OC Speaker Phone,381.576
AJ-10945,CA-2017-133004,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,638.73
LH-16750,CA-2017-133235,Nortel Networks T7316 E Nt8 B27,271.96
JE-15610,CA-2017-133263,Hewlett Packard LaserJet 3310 Copier,2999.95
PS-19045,CA-2017-133865,Canon Imageclass D680 Copier / Fax,3359.952
SR-20425,CA-2017-134845,Lexmark MX611dhe Monochrome Laser Printer,2549.985
BS-11800,CA-2017-135279,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81
BG-11740,CA-2017-135419,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",486.368
JW-15220,CA-2017-135909,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,5083.96
GH-14665,CA-2017-136539,"Bush Westfield Collection Bookcases, Medium Cherry Finish",78.8528
AY-10555,CA-2017-137428,"Global Value Steno Chair, Gray",97.184
BE-11335,CA-2017-137596,Maxell iVDR EX 500GB Cartridge,1928.78
JL-15235,CA-2017-137631,Samsung Galaxy S4 Mini,751.984
WB-21850,CA-2017-138149,GBC DocuBind TL200 Manual Binding Machine,895.92
AR-10540,CA-2017-138289,GBC DocuBind P400 Electric Binding System,5443.96
DK-12835,CA-2017-139199,Global Executive Mid-Back Manager's Chair,872.94
RB-19360,CA-2017-140151,Canon imageCLASS 2200 Advanced Copier,13999.96
HE-14800,CA-2017-140480,Hunt Boston Vacuum Mount KS Pencil Sharpener,174.95
BF-11080,CA-2017-140676,Xerox 1939,94.85
NR-18550,CA-2017-140872,VTech DS6151,503.96
MT-18070,CA-2017-140963,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165
TT-21460,CA-2017-141439,Samsung Galaxy S4 Mini,1879.96
LO-17170,CA-2017-141572,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",247.44
AC-10450,CA-2017-141789,GBC DocuBind TL300 Electric Binding System,1793.98
HG-14845,CA-2017-141873,"O'Sullivan Elevations Bookcase, Cherry Finish",314.352
SC-20380,CA-2017-142090,Bush Advantage Collection Racetrack Conference Table,1781.682
AJ-10795,CA-2017-142342,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1194.165
AG-10330,CA-2017-142909,"Lesro Round Back Collection Coffee Table, End Table",182.55
IL-15100,CA-2017-143063,Aastra 57i VoIP phone,1454.49
TS-21370,CA-2017-143112,"3D Systems Cube Printer, 2nd Generation, Magenta",5199.96
TB-21175,CA-2017-143567,Logitech diNovo Edge Keyboard,2249.91
