order_id,product_name,quantity,unit_price,discount_pct
CA-2014-144666,"Sauder Mission Library with Doors, Fruitwood Finish",2,222.666,0.15
US-2017-133200,"Sauder Mission Library with Doors, Fruitwood Finish",7,623.4648,0.32
US-2017-167402,"Hon Metal Bookcases, Black",3,212.94,0
CA-2014-166863,"Hon Metal Bookcases, Black",4,193.0656,0.32
CA-2015-137925,"Hon Metal Bookcases, Black",12,681.408,0.2
CA-2015-143364,"Hon Metal Bookcases, Black",6,127.764,0.7
US-2016-106600,"Hon Metal Bookcases, Black",5,354.9,0
CA-2017-131954,O'Sullivan Cherrywood Estates Traditional Bookcase,1,84.98,0
CA-2016-123533,O'Sullivan Cherrywood Estates Traditional Bookcase,5,339.92,0.2
CA-2016-117681,Bush Somerset Collection Bookcase,5,556.665,0.15
CA-2017-159793,Bush Somerset Collection Bookcase,2,130.98,0.5
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2024-999999,Bush Somerset Collection Bookcase,2,799,0
CA-2016-152156,Bush Somerset Collection Bookcase,2,261.96,0
CA-2017-110198,Bush Somerset Collection Bookcase,3,314.352,0.2
CA-2017-115105,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1,240.784,0.2
CA-2016-147137,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",5,1279.165,0.15
CA-2017-142461,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1,204.6664,0.32
CA-2017-144491,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",5,1023.332,0.32
CA-2016-102981,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",3,722.352,0.2
CA-2015-133585,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",6,1227.9984,0.32
CA-2015-130183,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",3,613.9992,0.32
US-2017-132059,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",2,180.588,0.7
US-2017-121251,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",2,257.568,0.2
CA-2015-162950,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",6,482.94,0.5
CA-2016-123337,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",2,273.666,0.15
CA-2014-146591,O'Sullivan 4-Shelf Bookcase in Odessa Pine,5,181.47,0.7
CA-2017-143378,O'Sullivan 4-Shelf Bookcase in Odessa Pine,2,72.588,0.7
CA-2017-141117,O'Sullivan 4-Shelf Bookcase in Odessa Pine,6,217.764,0.7
US-2014-127978,O'Sullivan 4-Shelf Bookcase in Odessa Pine,5,302.45,0.5
CA-2017-167381,O'Sullivan 4-Shelf Bookcase in Odessa Pine,2,241.96,0
CA-2017-117457,O'Sullivan 4-Shelf Bookcase in Odessa Pine,13,1336.829,0.15
US-2017-132031,O'Sullivan 4-Shelf Bookcase in Odessa Pine,4,387.136,0.2
CA-2017-124674,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",2,327.7328,0.32
CA-2016-106383,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",1,72.294,0.7
CA-2017-140585,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",1,119.833,0.15
US-2015-145422,DMI Eclipse Executive Suite Bookcases,3,359.499,0.15
US-2015-126977,DMI Eclipse Executive Suite Bookcases,5,2003.92,0.2
CA-2017-116127,DMI Eclipse Executive Suite Bookcases,1,400.784,0.2
CA-2016-107104,DMI Eclipse Executive Suite Bookcases,8,3406.664,0.15
CA-2015-164882,DMI Eclipse Executive Suite Bookcases,1,425.833,0.15
CA-2015-148635,DMI Eclipse Executive Suite Bookcases,5,704.9,0
CA-2014-128209,DMI Eclipse Executive Suite Bookcases,10,4007.84,0.2
CA-2014-125997,DMI Eclipse Executive Suite Bookcases,2,801.568,0.2
US-2017-133312,DMI Eclipse Executive Suite Bookcases,3,359.499,0.15
US-2016-135923,DMI Eclipse Executive Suite Bookcases,4,451.136,0.2
CA-2016-138520,Sauder Barrister Bookcases,6,388.704,0.2
US-2015-165743,Sauder Barrister Bookcases,6,145.764,0.7
CA-2017-135692,Sauder Barrister Bookcases,4,220.2656,0.32
US-2016-100461,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",6,1565.88,0
US-2015-122784,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",5,913.43,0.3
CA-2016-155516,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",4,1043.92,0
CA-2017-121888,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",3,782.94,0
CA-2014-155796,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",4,521.96,0.5
CA-2015-117415,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",3,532.3992,0.32
CA-2015-102281,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",3,626.352,0.2
CA-2015-111514,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",7,1552.831,0.15
CA-2015-115511,"Hon Metal Bookcases, Putty",2,141.96,0
CA-2015-156482,"Hon Metal Bookcases, Putty",4,283.92,0
CA-2016-113425,"Hon Metal Bookcases, Putty",2,113.568,0.2
CA-2017-166926,"Hon Metal Bookcases, Putty",2,141.96,0
CA-2017-143574,"Hon Metal Bookcases, Putty",9,638.82,0
CA-2017-142342,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",5,1194.165,0.15
US-2015-103471,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",7,590.058,0.7
CA-2016-148747,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",2,477.666,0.15
CA-2015-113152,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",2,449.568,0.2
CA-2015-102281,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",4,899.136,0.2
CA-2014-150245,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",7,1573.488,0.2
CA-2015-146087,Bush Mission Pointe Library,2,301.96,0
CA-2017-140872,Bush Mission Pointe Library,2,241.568,0.2
CA-2017-154907,Bush Mission Pointe Library,2,205.3328,0.32
CA-2016-143749,O'Sullivan 5-Shelf Heavy-Duty Bookcases,1,81.94,0
CA-2016-159912,O'Sullivan 5-Shelf Heavy-Duty Bookcases,4,163.88,0.5
CA-2016-166772,O'Sullivan 5-Shelf Heavy-Duty Bookcases,2,163.88,0
CA-2015-103870,O'Sullivan 5-Shelf Heavy-Duty Bookcases,2,131.104,0.2
CA-2015-105627,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",3,512.94,0
CA-2014-111192,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",8,1367.84,0
CA-2015-130974,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1,170.98,0
US-2014-134733,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",3,435.999,0.15
CA-2017-165386,"O'Sullivan Elevations Bookcase, Cherry Finish",2,183.372,0.3
CA-2017-141873,"O'Sullivan Elevations Bookcase, Cherry Finish",3,314.352,0.2
CA-2017-130764,"O'Sullivan Elevations Bookcase, Cherry Finish",5,556.665,0.15
CA-2016-106243,"O'Sullivan Elevations Bookcase, Cherry Finish",5,523.92,0.2
CA-2014-157147,"O'Sullivan Elevations Bookcase, Cherry Finish",3,333.999,0.15
CA-2014-119151,"Sauder Camden County Collection Libraries, Planked Cherry Finish",3,275.952,0.2
CA-2015-130785,"Sauder Camden County Collection Libraries, Planked Cherry Finish",3,293.199,0.15
CA-2015-138534,"Sauder Camden County Collection Libraries, Planked Cherry Finish",2,195.466,0.15
CA-2017-117324,"Sauder Camden County Collection Libraries, Planked Cherry Finish",4,459.92,0
CA-2017-111556,"Sauder Camden County Collection Libraries, Planked Cherry Finish",2,183.968,0.2
CA-2016-145303,"Sauder Camden County Collection Libraries, Planked Cherry Finish",2,156.3728,0.32
US-2016-147711,"Sauder Camden County Collection Libraries, Planked Cherry Finish",3,344.94,0
US-2014-112914,O'Sullivan Living Dimensions 5-Shelf Bookcases,2,300.5328,0.32
US-2016-112977,O'Sullivan Living Dimensions 5-Shelf Bookcases,1,176.784,0.2
CA-2015-141243,O'Sullivan Living Dimensions 5-Shelf Bookcases,9,1352.3976,0.32
CA-2016-119865,O'Sullivan Living Dimensions 5-Shelf Bookcases,2,353.568,0.2
CA-2014-112158,O'Sullivan Living Dimensions 5-Shelf Bookcases,5,883.92,0.2
CA-2014-151946,O'Sullivan Living Dimensions 5-Shelf Bookcases,2,353.568,0.2
CA-2017-150091,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",5,2154.9,0
CA-2017-112515,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",3,1292.94,0
CA-2014-149524,Sauder Cornerstone Collection Library,4,61.96,0.5
CA-2015-115847,Sauder Cornerstone Collection Library,2,61.96,0
US-2017-126060,Sauder Cornerstone Collection Library,8,198.272,0.2
CA-2016-108735,"Bush Westfield Collection Bookcases, Fully Assembled",3,257.499,0.15
CA-2016-115574,"Bush Westfield Collection Bookcases, Fully Assembled",2,141.372,0.3
CA-2017-113873,"Bush Westfield Collection Bookcases, Fully Assembled",3,205.9992,0.32
CA-2017-104731,"Bush Westfield Collection Bookcases, Fully Assembled",3,302.94,0
CA-2017-131233,"Bush Westfield Collection Bookcases, Fully Assembled",3,242.352,0.2
CA-2017-143259,"Bush Westfield Collection Bookcases, Fully Assembled",4,323.136,0.2
US-2016-114174,"Bush Westfield Collection Bookcases, Dark Cherry Finish",3,173.94,0
CA-2016-160108,"Bush Westfield Collection Bookcases, Dark Cherry Finish",7,405.86,0
CA-2015-104346,"Bush Westfield Collection Bookcases, Dark Cherry Finish",4,69.576,0.7
CA-2014-163468,Hon 4-Shelf Metal Bookcases,6,424.116,0.3
CA-2016-163776,Hon 4-Shelf Metal Bookcases,5,504.9,0
CA-2017-159464,Hon 4-Shelf Metal Bookcases,3,302.94,0
US-2017-112347,Hon 4-Shelf Metal Bookcases,8,242.352,0.7
CA-2017-119578,"Bush Cubix Collection Bookcases, Fully Assembled",1,220.98,0
CA-2017-104885,"Bush Cubix Collection Bookcases, Fully Assembled",2,441.96,0
CA-2015-133445,"Bush Cubix Collection Bookcases, Fully Assembled",1,66.294,0.7
CA-2015-130456,Sauder Camden County Collection Library,6,586.398,0.15
CA-2016-164770,Sauder Camden County Collection Library,10,781.864,0.32
CA-2016-163972,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",2,120.666,0.15
CA-2017-149881,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",8,482.664,0.15
US-2016-104815,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",4,198.744,0.3
CA-2017-104003,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,2,307.666,0.15
CA-2017-124765,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,5,723.92,0.2
CA-2015-135251,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,3,369.1992,0.32
CA-2015-105690,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,2,246.1328,0.32
CA-2014-115161,"Sauder Facets Collection Library, Sky Alder Finish",2,290.666,0.15
CA-2017-109393,"Sauder Facets Collection Library, Sky Alder Finish",3,435.999,0.15
CA-2016-140935,"Sauder Facets Collection Library, Sky Alder Finish",2,341.96,0
US-2015-123218,"Sauder Facets Collection Library, Sky Alder Finish",3,359.058,0.3
US-2016-108504,"Bush Andora Bookcase, Maple/Graphite Gray Finish",2,239.98,0
CA-2017-161480,"Bush Andora Bookcase, Maple/Graphite Gray Finish",2,191.984,0.2
CA-2017-135377,"Bush Andora Bookcase, Maple/Graphite Gray Finish",3,287.976,0.2
CA-2017-112753,"Bush Andora Bookcase, Maple/Graphite Gray Finish",9,917.9235,0.15
CA-2017-124086,"Bush Andora Bookcase, Maple/Graphite Gray Finish",2,203.983,0.15
CA-2017-122994,"Bush Andora Bookcase, Maple/Graphite Gray Finish",3,359.97,0
CA-2014-119144,"Bush Andora Bookcase, Maple/Graphite Gray Finish",3,305.9745,0.15
CA-2015-100146,"Bush Andora Bookcase, Maple/Graphite Gray Finish",5,509.9575,0.15
CA-2016-127236,"Bush Andora Bookcase, Maple/Graphite Gray Finish",5,299.975,0.5
CA-2016-123512,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",2,239.666,0.15
CA-2015-167010,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",5,352.45,0.5
CA-2015-168088,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",4,383.4656,0.32
CA-2014-120411,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",5,493.43,0.3
CA-2014-111871,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",10,1198.33,0.15
CA-2014-113271,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1,119.833,0.15
US-2016-108497,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",5,599.165,0.15
US-2017-153255,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",2,239.666,0.15
CA-2015-104948,O'Sullivan Living Dimensions 3-Shelf Bookcases,4,683.332,0.15
CA-2015-147788,O'Sullivan Living Dimensions 3-Shelf Bookcases,7,1406.86,0
CA-2016-130911,O'Sullivan Living Dimensions 3-Shelf Bookcases,3,301.47,0.5
CA-2015-168207,O'Sullivan Living Dimensions 3-Shelf Bookcases,3,512.499,0.15
CA-2015-153717,Rush Hierlooms Collection Rich Wood Bookcases,1,160.98,0
CA-2017-106432,Rush Hierlooms Collection Rich Wood Bookcases,3,328.3992,0.32
CA-2016-162082,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",5,241.332,0.32
US-2015-157014,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",1,35.49,0.5
CA-2015-126137,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",2,120.666,0.15
CA-2016-107783,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",5,177.45,0.5
CA-2015-114237,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",2,141.96,0
CA-2014-167997,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",2,141.96,0
CA-2014-168494,Bestar Classic Bookcase,3,254.9745,0.15
CA-2015-115798,Bestar Classic Bookcase,3,299.97,0
CA-2014-114181,Bestar Classic Bookcase,7,349.965,0.5
US-2014-159618,Bestar Classic Bookcase,1,67.9932,0.32
CA-2017-142622,Bestar Classic Bookcase,2,199.98,0
CA-2017-105991,Bestar Classic Bookcase,3,89.991,0.7
US-2017-139647,Bestar Classic Bookcase,7,209.979,0.7
US-2016-146794,Bestar Classic Bookcase,5,424.9575,0.15
US-2015-122784,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,4,384.944,0.3
CA-2015-103954,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,5,687.4,0
CA-2015-121188,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,2,307.666,0.15
CA-2016-113845,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,2,289.568,0.2
CA-2015-146262,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,5,452.45,0.5
US-2015-147242,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,2,361.96,0
CA-2017-138975,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,9,1628.82,0
CA-2016-162355,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,7,1266.86,0
CA-2016-137050,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,4,579.136,0.2
CA-2016-160304,"Bush Westfield Collection Bookcases, Medium Cherry Finish",3,173.94,0
CA-2017-136539,"Bush Westfield Collection Bookcases, Medium Cherry Finish",2,78.8528,0.32
CA-2017-161340,"Bush Westfield Collection Bookcases, Medium Cherry Finish",4,115.96,0.5
CA-2017-159226,"Bush Westfield Collection Bookcases, Medium Cherry Finish",7,344.981,0.15
US-2015-149629,"Bush Westfield Collection Bookcases, Medium Cherry Finish",5,231.92,0.2
CA-2016-110772,"Bush Westfield Collection Bookcases, Medium Cherry Finish",3,86.97,0.5
CA-2015-105102,"Bush Westfield Collection Bookcases, Medium Cherry Finish",1,46.384,0.2
US-2017-115301,"Bush Westfield Collection Bookcases, Medium Cherry Finish",2,115.96,0
US-2017-134642,"Bush Westfield Collection Bookcases, Medium Cherry Finish",5,231.92,0.2
US-2017-109316,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2,1497.666,0.15
CA-2015-117086,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",5,4404.9,0
CA-2016-108987,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4,2396.2656,0.32
US-2015-150630,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",7,3083.43,0.5
US-2015-126977,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",6,4228.704,0.2
CA-2017-155705,Hon Multipurpose Stacking Arm Chairs,4,866.4,0
CA-2017-105214,Hon Multipurpose Stacking Arm Chairs,7,1212.96,0.2
CA-2016-118514,Hon Multipurpose Stacking Arm Chairs,4,866.4,0
CA-2015-115567,Hon Multipurpose Stacking Arm Chairs,7,1516.2,0
CA-2014-152100,Hon Multipurpose Stacking Arm Chairs,8,1212.96,0.3
CA-2014-150798,Hon Multipurpose Stacking Arm Chairs,6,909.72,0.3
CA-2014-147543,Global Comet Stacking Armless Chair,2,478.48,0.2
CA-2014-117464,Global Comet Stacking Armless Chair,3,717.72,0.2
CA-2017-143245,Global Comet Stacking Armless Chair,3,897.15,0
US-2015-129007,Global Comet Stacking Armless Chair,3,717.72,0.2
CA-2017-167094,Global Comet Stacking Armless Chair,2,478.48,0.2
US-2017-152492,Global Comet Stacking Armless Chair,1,239.24,0.2
CA-2017-168389,"Global Geo Office Task Chair, Gray",1,64.784,0.2
CA-2017-166695,"Global Geo Office Task Chair, Gray",8,518.272,0.2
US-2014-110674,"Global Geo Office Task Chair, Gray",2,129.568,0.2
US-2015-163433,"Global Geo Office Task Chair, Gray",1,56.686,0.3
CA-2016-163594,"Global Geo Office Task Chair, Gray",3,194.352,0.2
CA-2016-143910,"Global Geo Office Task Chair, Gray",2,145.764,0.1
CA-2014-136644,"Global Geo Office Task Chair, Gray",8,647.84,0
CA-2014-157924,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,2,433.568,0.2
CA-2016-120824,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,2,379.372,0.3
CA-2016-163328,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,3,650.352,0.2
CA-2017-163006,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,3,569.058,0.3
CA-2017-153045,Global Comet Stacking Arm Chair,3,887.271,0.3
CA-2016-158778,Global Comet Stacking Arm Chair,3,887.271,0.3
CA-2016-138968,Global Comet Stacking Arm Chair,4,1352.032,0.2
CA-2015-158421,Global Comet Stacking Arm Chair,4,1690.04,0
CA-2015-124450,Global Comet Stacking Arm Chair,3,1267.53,0
CA-2015-126739,Global Highback Leather Tilter in Burgundy,4,327.564,0.1
CA-2015-130848,Global Highback Leather Tilter in Burgundy,8,582.336,0.2
CA-2015-133445,Global Highback Leather Tilter in Burgundy,4,291.168,0.2
CA-2014-109232,Global Highback Leather Tilter in Burgundy,6,545.94,0
CA-2016-150483,Global Highback Leather Tilter in Burgundy,3,191.079,0.3
CA-2017-113460,Global Highback Leather Tilter in Burgundy,3,272.97,0
CA-2017-155880,Global Highback Leather Tilter in Burgundy,1,90.99,0
CA-2017-160122,Global Highback Leather Tilter in Burgundy,2,127.386,0.3
US-2014-155544,Global Highback Leather Tilter in Burgundy,3,218.376,0.2
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2024-999999,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1,799,0
CA-2017-143567,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",4,975.92,0
CA-2017-105823,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",2,487.96,0
CA-2017-108035,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",2,390.368,0.2
CA-2016-152156,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",3,731.94,0
